"[['p value', '0.014'], 9]","[['p value', '5.51e-15'], 9]","[['p value', '0.0132'], 8]","[['p value', '1.14e-07'], 9]","[['p value', '0.523'], 8]","[['p value', '0.181'], 9]"
"[['p value', '0.93'], 5]","[['p value', '2.01e-09'], 7]","[['p value', '0.673'], 5]","[['p value', '5.82e-06'], 7]","[['p value', '0.0163'], 5]","[['p value', '0.205'], 5]"
"[['p value', '0.807'], 6]","[['p value', '1.13e-12'], 13]","[['p value', '0.814'], 3]","[['p value', '0.000156'], 13]","[['p value', '0.0957'], 6]","[['p value', '0.0512'], 13]"
"[['p value', '0.161'], 7]","[['p value', '6.95e-05'], 5]","[['p value', '0.159'], 7]","[['p value', '0.409'], 2]","[['p value', '0.533'], 7]","[['p value', '0.5'], 5]"
"[['p value', '0.673'], 2]","[['p value', '3.31e-14'], 14]","[['p value', '0.0786'], 2]","[['p value', '8.01e-07'], 14]","[['p value', '0.233'], 2]","[['p value', '0.388'], 14]"
"[['p value', '0.892'], 4]","[['p value', '1.65e-17'], 11]","[['p value', '0.913'], 4]","[['p value', '1.26e-05'], 11]","[['p value', '0.406'], 4]","[['p value', '3.34e-05'], 11]"
"[['p value', '0.611'], 8]","[['p value', '0.000545'], 2]","[['p value', '0.26'], 6]","[['p value', '0.0633'], 2]","[['p value', '0.814'], 8]","[['p value', '0.0385'], 2]"
"[['p value', '0.564'], 2]","[['p value', '3.96e-19'], 5]","[['p value', '0.823'], 2]","[['p value', '9.62e-14'], 5]","[['p value', '0.296'], 2]","[['p value', '0.0821'], 6]"
"[['p value', '0.31'], 9]","[['p value', '0.00135'], 1]","[['p value', '0.193'], 9]","[['p value', '0.00135'], 1]","[['p value', '0.635'], 9]","[['p value', '0.597'], 1]"
"[['p value', '0.0328'], 4]","[['p value', '4.39e-25'], 9]","[['p value', '0.0121'], 4]","[['p value', '4.15e-18'], 9]","[['p value', '0.114'], 4]","[['p value', '0.335'], 9]"
"[['p value', '0.668'], 6]","[['p value', '4.82e-07'], 5]","[['p value', '0.94'], 4]","[['p value', '0.000193'], 5]","[['p value', '0.29'], 6]","[['p value', '0.781'], 5]"
"[['p value', '0.781'], 2]","[['p value', '0.0899'], 2]","[['p value', '0.602'], 2]","[['p value', '0.977'], 2]","[['p value', '0.0786'], 2]","[['p value', '0.5'], 2]"
